ZSD_min,ZSD_5percentile,uo_max,vo_max,vo_mean,uo_mean,KD490_min,Med_distance-from-port-4km,vessel_density_4km,dist_city,dist_river,mediterranean_KE_currents,NO3_5percentile,OA_mean,OA_min,PO4_95percentile,PO4_min,SWH_min,mean_number_mhws,mean_intensity_mhws,CHL-a_90percentile,O2_5percentile,O2_min,SST_sd,SST_95percentile,SAL_5percentile,SSH_mean,SAL_s,pixel_indices,lat,lon
1.4652717,6.819093227386475,0.14228773,0.08470932,-0.050244413,-0.05343256,0.05890076,6.850359,0.0,53.558468229492895,9.485817639911854,0.198258,11.026568412780762,8.118345,7.95242,0.042284718155860906,0.013954177,1.9530001000000001,1.8,1.7701000490855572,0.6979676961898805,257.2665100097656,214.77908,6.325127494109816,299.1339874267578,35.02360153198242,-0.3987357,0.8369052593742752,1424.0,45.6204354560175,13.112500000183704
1.7044548,7.384495973587036,0.1230381,0.08454618,-0.038040876,-0.03383727,0.05624622,7.7836447,0.0,50.32558547866758,8.948721529101965,4.42742,10.435778617858887,8.113733,7.9488363,0.0383877731859684,0.00946986,1.9860001,1.8,1.7701000490855572,0.6982817173004151,256.5524597167969,215.32042,6.289030978719611,299.11399841308594,35.52756118774414,-0.40078062,0.9919964000122368,1425.0,45.6204354560175,13.154166666851436
1.7034149,7.690480709075928,0.11135739,0.08148365,-0.018114248,-0.027856378,0.055450484,7.0853386,0.26934147,47.09361584430024,9.54721451842435,2.470732,9.440892219543457,8.111608,7.945274,0.03415404483675957,0.006696657,2.012,1.9,1.7388647290448414,0.6970420241355896,254.8049774169922,215.39409,6.253961384295053,299.1300048828125,36.00410461425781,-0.40239462,1.0127339750005007,1426.0,45.6204354560175,13.195833333519168
1.6335341,7.982938766479492,0.1132659,0.10008037,-0.010999864,-0.03126283,0.054597296,3.3028243,0.27559412,43.86276214232031,10.269728820696889,3.826123,8.720081329345703,8.111099,7.941913,0.02900946140289307,0.0048813103,2.035,1.75,1.7901174312491432,0.6929057240486147,253.25148010253906,215.75414,6.230920189709541,299.1510040283203,36.22605514526367,-0.4034689,0.9781651212858105,1427.0,45.6204354560175,13.2375000001869
1.5328083,8.094484329223633,0.12520178,0.104929104,-0.010277165,-0.037038844,0.05398313,1.1119493,0.27559412,40.63329154266867,9.88316198066597,3.308595,8.480287551879883,8.111336,7.9394135,0.02496911771595478,0.0031736293,2.0240002,1.75,1.7901174312491432,0.6534159064292909,252.96429443359375,216.58482,6.221137108422472,299.2099914550781,36.27885437011719,-0.40429404,0.9425399654654372,1428.0,45.6204354560175,13.279166666854632
1.6007519,8.241747856140137,0.13446894,0.106919214,-0.009651845,-0.04111994,0.052755192,1.1119493,0.5005741,37.405563270203885,7.928650740338011,2.494359,8.471675872802734,8.111474,7.938069,0.022020133957266808,0.0023847779,1.9990001,1.75,1.8085302059706148,0.6130253553390503,252.0610809326172,217.46768,6.221137108422472,299.2099914550781,36.3016357421875,-0.40499407,0.9297871107843132,1429.0,45.6204354560175,13.320833333522362
1.6318442,8.339151382446289,0.13894978,0.09758687,-0.011482744,-0.04291708,0.05253218,3.3028243,0.28299904,34.18007192424939,7.001967136473746,2.368366,8.64974594116211,8.111162,7.9380417,0.020126509293913845,0.0024263952,1.963,1.75,1.8431510173312013,0.5758152961730957,251.679931640625,218.30246,6.214055566419093,299.2069885253906,36.306175231933594,-0.4057106,0.9340831988780124,1430.0,45.6204354560175,13.362500000190096
1.7264055,8.225014686584473,0.13821165,0.08304151,-0.014949809,-0.042526096,0.052434027,5.61381,0.28299904,30.957517722822725,7.494599264262344,0.885217,8.681910514831543,8.110441,7.93846,0.018330224975943565,0.0027662693,1.9130001,1.75,1.8431510173312013,0.5591399312019348,251.9660186767578,218.6804,6.213951911618454,299.28997802734375,36.29738235473633,-0.40649885,0.9467671055549857,1431.0,45.6204354560175,13.404166666857826
1.5685699,8.13468885421753,0.12787813,0.07744912,-0.0210206,-0.03661764,0.052644342,7.256564,2.7578528,27.738925370935196,9.180845477720696,0.247568,8.807060241699219,8.108982,7.938583,0.01660252660512924,0.00327736,1.835,1.5,1.855433909246655,0.562176501750946,252.81312561035156,219.34618,6.219012500129507,299.33399963378906,36.35486602783203,-0.40747762,0.9706718012191151,1432.0,45.6204354560175,13.445833333525558
1.4822488,7.8216753005981445,0.11748881,0.08216137,-0.022261947,-0.02698984,0.052155033,9.422936,9.93486,24.525855730977394,11.549210052529938,0.150957,8.914398193359375,8.107084,7.9377537,0.015724837034940722,0.0040552085,1.45,1.65,1.7736003366556397,0.5823564291000368,256.24420166015625,220.1824,6.227199060874979,299.27399291992185,36.535587310791016,-0.40868968,1.0216899792571679,1433.0,45.6204354560175,13.48750000019329
1.4027584,7.647538423538208,0.12477285,0.08739308,-0.018993678,-0.019358348,0.05235552,9.330888,9.93486,21.320806850498098,14.263870172896244,0.280297,8.429442405700684,8.104529,7.9350286,0.016663094237446788,0.0046114,1.2540001,1.65,1.7736003366556397,0.5964375138282776,258.38946533203125,221.26678,6.237159640481976,299.1169921875,36.805274963378906,-0.41002598,1.0839297674483037,1434.0,45.6204354560175,13.529166666861022
1.3762271,7.616584539413452,0.13819306,0.09136787,-0.011588608,-0.016400713,0.051736563,9.330888,8.611002,18.12803455175651,17.161268110203707,0.316359,8.678874015808105,8.102124,7.931127,0.01748599112033844,0.0036503917,1.149,1.75,1.7463752690020136,0.5904568552970886,259.8326721191406,222.44351,6.237159640481976,299.1169921875,37.02834701538086,-0.41121095,1.1040644881565205,1435.0,45.6204354560175,13.570833333528753
1.3238049,5.9803690910339355,0.18008083,0.1635371,-0.011966176,-0.013860269,0.050650306,0.0,87.46838,8.758436152697206,26.334892999268035,0.134402,9.53978443145752,8.098633,7.9259763,0.0190505713224411,0.0030213983,0.71800005,1.75,1.7089585819974693,0.5705482244491578,262.77685546875,225.09674,6.280216208564726,298.8769989013672,37.39555358886719,-0.41348892,0.8464391520960323,1438.0,45.6204354560175,13.695833333531947
1.323832,5.935526609420776,0.18008083,0.1635371,-0.011966176,-0.013860269,0.050080888,0.77757406,87.46838,5.892183434913891,29.470103200173398,0.134402,9.53978443145752,8.098633,7.9259763,0.0190505713224411,0.0030213983,0.71800005,1.85,1.7226445556247472,0.5705482244491578,262.77685546875,225.09674,6.2947742934337665,298.8669891357422,37.39555358886719,-0.41348892,0.8464391520960323,1439.0,45.6204354560175,13.73750000019968
1.3516488,5.813862562179565,0.1377046,0.067048,-0.05442016,0.0073809726,0.05941587,1.3572116,2.3699188,43.95558030885076,5.452037896949476,9.043464,16.03772735595703,8.112102,7.9614124,0.067705437541008,0.025876421,1.8530000000000002,2.15,1.7162852704749758,0.8022892236709597,261.9789123535156,215.47865,6.4321061167262545,299.2569854736328,34.81486892700195,-0.3924673,0.6256783716864432,1731.0,45.578680372021395,12.862500000177317
1.4011781,6.293213367462158,0.17181358,0.09533274,-0.026070733,0.009149826,0.06272044,2.7143438,2.3699188,47.006015778094074,3.8291664002713173,4.545732,13.567870140075684,8.115216,7.9599648,0.055626556277275085,0.018312719,1.8740001,2.15,1.7162852704749758,0.7885508418083191,260.0992736816406,215.01324,6.383614975468704,299.2539825439453,35.22307205200195,-0.39467934,0.7338771141423522,1732.0,45.578680372021395,12.904166666845047
1.4195776,6.956134796142578,0.1398313,0.07708022,-0.017935999,-0.0070121805,0.059847184,5.883405,3.0557039,50.08115532659994,4.540911164904558,4.335438,11.942554473876953,8.116559,7.9583445,0.04627760797739029,0.011425544,1.9160001,2.15,1.6938504464608266,0.7640671730041505,259.26239013671875,215.49242,6.339105982529192,299.2539825439453,35.4894905090332,-0.39620113,0.7993694890368573,1733.0,45.578680372021395,12.945833333512779
1.4193864,7.332948684692383,0.12968898,0.062687926,-0.014873412,-0.020777298,0.05894681,9.5987215,1.0861872,53.17671255811058,6.89904285256401,5.576731,10.817481994628906,8.117474,7.95773,0.03927771896123886,0.009201983,1.9660001,1.95,1.7235445498616242,0.7084425330162049,258.0159912109375,215.95259,6.297429464177868,299.23499450683596,35.630821228027344,-0.39731503,0.821761338478099,1734.0,45.578680372021395,12.98750000018051
1.460799,7.631896018981934,0.13781066,0.07451263,-0.016583078,-0.03083993,0.05782769,12.4518585,1.0861872,56.28931827823849,9.7771806908324,0.349503,9.794307708740234,8.117951,7.958223,0.03522687405347824,0.0075918892,2.005,1.95,1.7235445498616242,0.6838242530822755,257.3479309082031,215.75177,6.261729348390526,299.22398376464844,35.717185974121094,-0.3983711,0.8467049455342466,1735.0,45.578680372021395,13.02916666684824
1.5173559,7.840451717376709,0.14080158,0.09038086,-0.025385177,-0.038883742,0.0547952,12.4518585,0.05741422,57.2731238219573,12.83001446574583,0.302056,9.229708671569824,8.117591,7.9572544,0.031800758093595505,0.0065993257,2.0440001,1.8,1.7666541096220014,0.6668434262275695,256.326416015625,215.42813,6.261729348390526,299.22398376464844,35.77507781982422,-0.399591,0.9008192180984218,1736.0,45.578680372021395,13.070833333515974
1.6332558,8.36302375793457,0.13328648,0.1009614,-0.034860346,-0.036533345,0.051896624,12.329891,0.001920655,54.065802926107935,13.95126902605882,5.447859,8.80086612701416,8.115651,7.9550877,0.030489404872059825,0.0062114615,2.082,1.9,1.7688386719041544,0.6619991898536682,255.01454162597656,215.25418,6.232142783693506,299.2209808349609,35.93348693847656,-0.40117213,0.9875308200572869,1737.0,45.578680372021395,13.112500000183704
2.025908,8.690284729003906,0.123246245,0.13630718,-0.022086788,-0.026644535,0.0519135,12.771132,0.001920655,50.86271703554844,13.591519891247819,2.639635,8.082926750183105,8.112888,7.9526653,0.027986132353544246,0.005174007,2.1100001,1.9,1.7688386719041544,0.6461824178695679,253.69911193847656,213.87376,6.20393618137614,299.1999816894531,36.219024658203125,-0.40266523,1.0720291609172716,1738.0,45.578680372021395,13.154166666851436
2.1021688,8.867776870727539,0.12116788,0.15882307,-0.017063368,-0.02278411,0.050640047,9.670614,0.04844726,47.664720891735605,13.9931178316158,1.967796,7.220330238342285,8.111715,7.949855,0.02437539324164391,0.0029374594,2.137,1.85,1.7873286799150192,0.6364164590835573,252.66458129882812,213.18578,6.185646655195316,299.2599853515625,36.50027847290039,-0.40394905,1.0793914939310505,1739.0,45.578680372021395,13.195833333519168
2.1322985,8.993430137634277,0.11999656,0.17961428,-0.015104003,-0.024320865,0.049218453,7.3615465,0.86618716,44.47291345862576,14.899013436275254,1.347486,6.82415771484375,8.111292,7.9467707,0.02129749618470669,0.0022606004,2.15,1.95,1.7783876641813596,0.6140654206275941,251.17738342285156,213.60155,6.175108644853264,299.2469970703125,36.68639373779297,-0.40506992,1.0560355340878622,1740.0,45.578680372021395,13.2375000001869
2.2311199,9.02590274810791,0.11896168,0.17291427,-0.011170386,-0.026052957,0.046841703,6.6716957,0.86618716,41.288730969914546,13.568811170481158,0.879869,6.498528957366943,8.111046,7.9439955,0.01923969127237798,0.0016825553,2.135,1.95,1.7783876641813596,0.591026258468628,250.86265563964844,215.67752,6.173696330266818,299.2709991455078,36.78519058227539,-0.40608144,1.0405872044274063,1741.0,45.578680372021395,13.279166666854632
2.083944,9.264104843139648,0.120363876,0.14659326,-0.0075392746,-0.026794383,0.046444874,6.6716957,8.755751,38.11408548384132,12.217746071125651,0.485737,6.28651237487793,8.110565,7.9420614,0.016997377201914788,0.0015424559,2.108,2.0,1.7836714061351664,0.5593200087547303,250.0125274658203,216.54066,6.173696330266818,299.2709991455078,36.842735290527344,-0.40692943,1.0497513341165496,1742.0,45.578680372021395,13.320833333522362
2.0549402,9.50182580947876,0.12230773,0.108486496,-0.008225764,-0.026676467,0.050230823,7.3615465,0.413639,34.95157680384774,11.63731305421317,0.16162,6.157968521118164,8.110184,7.941039,0.01654888540506363,0.0015355361,2.0709999999999997,1.75,1.8134225905138945,0.5459061026573181,249.58338928222656,216.42223,6.177952904344759,299.2939910888672,36.9025764465332,-0.40767872,1.0646196489685278,1743.0,45.578680372021395,13.362500000190096
1.9682606,9.687534809112549,0.124695435,0.085809484,-0.010616668,-0.025277305,0.049461402,9.670614,0.413639,31.80482658238433,11.94042915945112,0.217403,6.093177795410156,8.109781,7.940087,0.014443751610815526,0.0018392651,2.015,1.75,1.8134225905138945,0.5491181373596191,250.81468200683594,216.60191,6.183492169447697,299.33099670410155,36.95665740966797,-0.4084255,1.0706188133076455,1744.0,45.578680372021395,13.404166666857826
